academic_year,admission_route,cap_round,quota,institute_code,college_name,branch_code,branch_name,college_status,university,section,seat_type,category,gender,university_type,stage,opening_rank,closing_rank,opening_score,closing_score,source_file,source_page,extraction_method,verified,needs_review,review_reason
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,GOPENS,OPEN,GENERAL,STATE,I,,21684,,92.7610886,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,GSCS,SC,GENERAL,STATE,I,,73892,,73.5848302,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,LOPENS,OPEN,LADIES,STATE,I,,36070,,87.8152279,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,LSEBCS,SEBC,LADIES,STATE,I,,85171,,68.7156482,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,DEFOPENS,OPEN,SPECIAL,STATE,I,,52539,,81.8151897,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,TFWS,TFWS,SPECIAL,STATE,I,,10727,,96.4315718,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,DEFROBCS,OBC,SPECIAL,STATE,I,,91998,,65.5509182,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,EWS,EWS,SPECIAL,STATE,I,,48071,,83.5073164,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,LSTS,ST,LADIES,STATE,II,,160954,,21.3858708,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,,STATE,LNT3S,NT3,LADIES,STATE,II,,29150,,90.2675844,FE_2024_CAP3_MH.pdf,93,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524270U,Computer Science and Engineering,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME,GOPENH,OPEN,GENERAL,HOME,I,,21485,,92.8488216,FE_2024_CAP3_MH.pdf,216,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524270U,Computer Science and Engineering,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME,LOPENH,OPEN,LADIES,HOME,I,,21718,,92.7315754,FE_2024_CAP3_MH.pdf,216,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524270U,Computer Science and Engineering,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME_FOR_OTHER,GOPENO,OPEN,GENERAL,OTHER,I,,37520,,87.2784734,FE_2024_CAP3_MH.pdf,216,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524270U,Computer Science and Engineering,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,STATE,MI,MINORITY,GENERAL,STATE,I,,19577,,93.4772066,FE_2024_CAP3_MH.pdf,216,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524570U,Computer Engineering,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,STATE,MI,MINORITY,GENERAL,STATE,I,,33171,,88.7742666,FE_2024_CAP3_MH.pdf,216,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524670U,Information Technology,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME,GOPENH,OPEN,GENERAL,HOME,I,,19710,,93.4388584,FE_2024_CAP3_MH.pdf,217,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524670U,Information Technology,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME,LOPENH,OPEN,LADIES,HOME,I,,24811,,91.6680519,FE_2024_CAP3_MH.pdf,217,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524670U,Information Technology,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME_FOR_OTHER,GOPENO,OPEN,GENERAL,OTHER,I,,53480,,81.4941569,FE_2024_CAP3_MH.pdf,217,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524670U,Information Technology,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME_FOR_OTHER,LOPENO,OPEN,LADIES,OTHER,I,,103700,,60.1504384,FE_2024_CAP3_MH.pdf,217,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302524670U,Information Technology,Un-Aided Linguistic Minority - Gujarathi,Mumbai University,STATE,MI,MINORITY,GENERAL,STATE,I,,34987,,88.1228442,FE_2024_CAP3_MH.pdf,217,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302591170U,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME,LOPENH,OPEN,LADIES,HOME,I,,16077,,94.6574281,FE_2024_CAP3_MH.pdf,217,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03025,Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,0302591170U,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Linguistic Minority - Gujarathi,Mumbai University,HOME_FOR_OTHER,GOPENO,OPEN,GENERAL,OTHER,I,,52049,,81.9801476,FE_2024_CAP3_MH.pdf,217,pdfplumber_table_review,true,false,
2024-25,FE,3,MH,03035,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",0303524550F,Computer Engineering,University Managed (Un-Aided),,STATE,LOPENS,OPEN,LADIES,STATE,I,,22050,,92.6570811,FE_2024_CAP3_MH.pdf,224,pdfplumber_table_review,true,false,
