academic_year,admission_route,cap_round,quota,institute_code,college_name,branch_code,branch_name,college_status,university,section,seat_type,category,gender,university_type,stage,opening_rank,closing_rank,opening_score,closing_score,source_file,source_page,extraction_method,verified,needs_review,review_reason
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,GOPENS,OPEN,GENERAL,STATE,I,,11397,,96.7467781,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,GSCS,SC,GENERAL,STATE,I,,41438,,87.6872170,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,GSTS,ST,GENERAL,STATE,I,,74622,,76.9213781,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,GVJS,VJ,GENERAL,STATE,I,,27356,,92.0354593,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,GNT2S,NT2,GENERAL,STATE,I,,33320,,90.1610143,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,GOBCS,OBC,GENERAL,STATE,I,,25570,,92.5367989,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,GSEBCS,SEBC,GENERAL,STATE,I,,39101,,88.5033286,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,LOPENS,OPEN,LADIES,STATE,I,,13994,,95.9836155,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,LSCS,SC,LADIES,STATE,I,,46678,,85.9775360,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,LNT1S,NT1,LADIES,STATE,I,,90711,,71.1730870,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,LNT2S,NT2,LADIES,STATE,I,,120056,,58.8525307,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
2025-26,FE,1,MH,02032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",0203290410,Chemical Engineering,University Managed Autonomous,Deemed to be University,STATE,LNT3S,NT3,LADIES,STATE,I,,90652,,71.1730870,FE_2025_CAP1_MH.pdf,106,pdfplumber_table_review,true,false,
