id,branch_code,official_name,display_name,search_group
584,0346024510,Computer Engineering,Computer Engineering,
585,0346024610,Information Technology,Information Technology,
586,0346092110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
587,0346092410,Data Engineering,Data Engineering,
588,0346219110,Civil Engineering,Civil Engineering,
589,0346229310,Electrical Engineering,Electrical Engineering,
590,0346246610,Instrumentation Engineering,Instrumentation Engineering,
591,0346261210,Mechanical Engineering,Mechanical Engineering,
592,0346519110,Civil Engineering,Civil Engineering,
593,0346524210,Computer Science and Engineering,Computer Science and Engineering,
594,0346529310,Electrical Engineering,Electrical Engineering,
595,0346537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
596,0346561210,Mechanical Engineering,Mechanical Engineering,
597,0346719110,Civil Engineering,Civil Engineering,
598,0346724510,Computer Engineering,Computer Engineering,
599,0346729310,Electrical Engineering,Electrical Engineering,
600,0346737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
601,0346761210,Mechanical Engineering,Mechanical Engineering,
602,0346791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
603,0347024210,Computer Science and Engineering,Computer Science and Engineering,
604,0347024510,Computer Engineering,Computer Engineering,
605,0347029310,Electrical Engineering,Electrical Engineering,
606,0347061210,Mechanical Engineering,Mechanical Engineering,
607,0347119110,Civil Engineering,Civil Engineering,
608,0347124510,Computer Engineering,Computer Engineering,
609,0347125710,Computer Science and Design,Computer Science and Design,
610,0347161210,Mechanical Engineering,Mechanical Engineering,
611,0347162410,Mechatronics Engineering,Mechatronics Engineering,
612,0347199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
613,0347519110,Civil Engineering,Civil Engineering,
614,0347524510,Computer Engineering,Computer Engineering,
615,0347524610,Information Technology,Information Technology,
616,0347561210,Mechanical Engineering,Mechanical Engineering,
617,0347591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
618,0347591210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
619,0347719110,Civil Engineering,Civil Engineering,
620,0347724510,Computer Engineering,Computer Engineering,
621,0347761210,Mechanical Engineering,Mechanical Engineering,
622,0350319110,Civil Engineering,Civil Engineering,
623,0350324510,Computer Engineering,Computer Engineering,
624,0350324610,Information Technology,Information Technology,
625,0350329310,Electrical Engineering,Electrical Engineering,
626,0350361210,Mechanical Engineering,Mechanical Engineering,
627,0400419110,Civil Engineering,Civil Engineering,
628,0400424210,Computer Science and Engineering,Computer Science and Engineering,
629,0400429310,Electrical Engineering,Electrical Engineering,
630,0400437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
631,0400446610,Instrumentation Engineering,Instrumentation Engineering,
632,0400461210,Mechanical Engineering,Mechanical Engineering,
633,1400550310,Food Technology,Food Technology,
634,1400550710,Chemical Engineering,Chemical Engineering,
635,1400551010,Plastic and Polymer Technology,Plastic and Polymer Technology,
636,1400552410,Paper and Pulp Technology,Paper and Pulp Technology,
637,1400552810,Petro Chemical Technology,Petro Chemical Technology,
638,1400552910,Oil Technology,Oil Technology,
639,1400572910,Surface Coating Technology,Surface Coating Technology,
640,0402519110,Civil Engineering,Civil Engineering,
641,0402524210,Computer Science and Engineering,Computer Science and Engineering,
642,0402529310,Electrical Engineering,Electrical Engineering,
643,0402537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
644,0402561210,Mechanical Engineering,Mechanical Engineering,
645,0410419110,Civil Engineering,Civil Engineering,
646,0410424610,Information Technology,Information Technology,
647,0410425110,Computer Technology,Computer Technology,
648,0410429310,Electrical Engineering,Electrical Engineering,
649,0410437010,Electronics and Communication Engineering,Electronics and Communication Engineering,
650,0410461210,Mechanical Engineering,Mechanical Engineering,
651,0411519110,Civil Engineering,Civil Engineering,
652,0411524210,Computer Science and Engineering,Computer Science and Engineering,
653,0411524610,Information Technology,Information Technology,
654,0411529310,Electrical Engineering,Electrical Engineering,
655,0411537010,Electronics and Communication Engineering,Electronics and Communication Engineering,
656,0411546110,Bio Medical Engineering,Bio Medical Engineering,
657,0411561210,Mechanical Engineering,Mechanical Engineering,
658,0411590010,Electronics and Computer Science,Electronics and Computer Science,
659,0411591010,Computer Science and Engineering(Cyber Security),Computer Science and Engineering(Cyber Security),
660,0411591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
661,0411591210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
662,0411619110,Civil Engineering,Civil Engineering,
663,0411624210,Computer Science and Engineering,Computer Science and Engineering,
664,0411624610,Information Technology,Information Technology,
665,0411626010,Computer Science and Engineering (Cyber Security),Computer Science and Engineering (Cyber Security),
666,0411626710,Computer Science and Engineering (IoT),Computer Science and Engineering (IoT),
667,0411629310,Electrical Engineering,Electrical Engineering,
668,0411637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
669,0411637610,Electronics Engineering,Electronics Engineering,
670,0411661210,Mechanical Engineering,Mechanical Engineering,
671,0411691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
672,0411691310,Computer Science and Engineering (Artificial Intelligence),Computer Science and Engineering (Artificial Intelligence),
673,0411691710,Data Science,Data Science,
674,0411699710,Artificial Intelligence,Artificial Intelligence,
675,0411819110,Civil Engineering,Civil Engineering,
676,0411824510,Computer Engineering,Computer Engineering,
677,0411829310,Electrical Engineering,Electrical Engineering,
678,0411837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
679,0411861210,Mechanical Engineering,Mechanical Engineering,
680,0412300210,Aeronautical Engineering,Aeronautical Engineering,
681,0412308210,Bio Technology,Bio Technology,
682,0412319110,Civil Engineering,Civil Engineering,
683,0412324210,Computer Science and Engineering,Computer Science and Engineering,
684,0412324610,Information Technology,Information Technology,
685,0412325110,Computer Technology,Computer Technology,
686,0412326510,Industrial IoT,Industrial IoT,
687,0412326610,Robotics and Artificial Intelligence,Robotics and Artificial Intelligence,
688,0412329310,Electrical Engineering,Electrical Engineering,
689,0412335610,Electrical Engg[Electronics and Power],Electrical Engg[Electronics and Power],
690,0412337010,Electronics and Communication Engineering,Electronics and Communication Engineering,
691,0412337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
692,0412350710,Chemical Engineering,Chemical Engineering,
693,0412361210,Mechanical Engineering,Mechanical Engineering,
694,0412399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
695,0413319110,Civil Engineering,Civil Engineering,
696,0413324510,Computer Engineering,Computer Engineering,
697,0413329310,Electrical Engineering,Electrical Engineering,
698,0413337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
699,0413361210,Mechanical Engineering,Mechanical Engineering,
700,0413419110,Civil Engineering,Civil Engineering,
701,0413424210,Computer Science and Engineering,Computer Science and Engineering,
702,0413429310,Electrical Engineering,Electrical Engineering,
703,0413437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
704,0413491210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
705,0413499710,Artificial Intelligence,Artificial Intelligence,
706,0413519110,Civil Engineering,Civil Engineering,
707,0413524210,Computer Science and Engineering,Computer Science and Engineering,
708,0413524610,Information Technology,Information Technology,
709,0413529310,Electrical Engineering,Electrical Engineering,
710,0413537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
711,0413561210,Mechanical Engineering,Mechanical Engineering,
712,0413619110,Civil Engineering,Civil Engineering,
713,0413624210,Computer Science and Engineering,Computer Science and Engineering,
714,0413629310,Electrical Engineering,Electrical Engineering,
715,0413637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
716,0413699710,Artificial Intelligence,Artificial Intelligence,
717,0413724210,Computer Science and Engineering,Computer Science and Engineering,
718,0413729310,Electrical Engineering,Electrical Engineering,
719,0413737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
720,0413761210,Mechanical Engineering,Mechanical Engineering,
721,0413791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
722,0413791210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
723,0413819110,Civil Engineering,Civil Engineering,
724,0413824210,Computer Science and Engineering,Computer Science and Engineering,
725,0413824610,Information Technology,Information Technology,
726,0413829310,Electrical Engineering,Electrical Engineering,
727,0413837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
728,0413861210,Mechanical Engineering,Mechanical Engineering,
729,0413891210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
730,0413899710,Artificial Intelligence,Artificial Intelligence,
731,0413924210,Computer Science and Engineering,Computer Science and Engineering,
732,0413929310,Electrical Engineering,Electrical Engineering,
733,0413937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
734,0413961210,Mechanical Engineering,Mechanical Engineering,
735,0413991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
736,0413992810,Electronics and Communication(Advanced Communication Technology),Electronics and Communication(Advanced Communication Technology),
737,0414124510,Computer Engineering,Computer Engineering,
738,0414161210,Mechanical Engineering,Mechanical Engineering,
739,0414199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
740,0414219110,Civil Engineering,Civil Engineering,
741,0414224210,Computer Science and Engineering,Computer Science and Engineering,
742,0414224610,Information Technology,Information Technology,
743,0414229310,Electrical Engineering,Electrical Engineering,
744,0414237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
745,0414261210,Mechanical Engineering,Mechanical Engineering,
746,0414291010,Computer Science and Engineering(Cyber Security),Computer Science and Engineering(Cyber Security),
747,0414291710,Data Science,Data Science,
748,0414299710,Artificial Intelligence,Artificial Intelligence,
749,0414319110,Civil Engineering,Civil Engineering,
750,0414324510,Computer Engineering,Computer Engineering,
751,0414329310,Electrical Engineering,Electrical Engineering,
752,0414337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
753,0414361210,Mechanical Engineering,Mechanical Engineering,
754,0414419110,Civil Engineering,Civil Engineering,
755,0414424210,Computer Science and Engineering,Computer Science and Engineering,
756,0414424610,Information Technology,Information Technology,
757,0414429310,Electrical Engineering,Electrical Engineering,
758,0414461210,Mechanical Engineering,Mechanical Engineering,
759,0414519110,Civil Engineering,Civil Engineering,
760,0414524210,Computer Science and Engineering,Computer Science and Engineering,
761,0414529310,Electrical Engineering,Electrical Engineering,
762,0414537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
763,0414561210,Mechanical Engineering,Mechanical Engineering,
764,0414599510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
765,0414719110,Civil Engineering,Civil Engineering,
766,0414724210,Computer Science and Engineering,Computer Science and Engineering,
767,0414724610,Information Technology,Information Technology,
768,0414729310,Electrical Engineering,Electrical Engineering,
769,0414737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
770,0414761210,Mechanical Engineering,Mechanical Engineering,
771,0414799510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
772,0415108210,Bio Technology,Bio Technology,
773,0415119110,Civil Engineering,Civil Engineering,
774,0415129310,Electrical Engineering,Electrical Engineering,
775,0416319110,Civil Engineering,Civil Engineering,
776,0416324210,Computer Science and Engineering,Computer Science and Engineering,
777,0416329310,Electrical Engineering,Electrical Engineering,
778,0416337010,Electronics and Communication Engineering,Electronics and Communication Engineering,
779,0416361210,Mechanical Engineering,Mechanical Engineering,
780,0416370110,Mining Engineering,Mining Engineering,
781,0416391210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
782,0416719110,Civil Engineering,Civil Engineering,
783,0416724210,Computer Science and Engineering,Computer Science and Engineering,
784,0416724610,Information Technology,Information Technology,
785,0416725110,Computer Technology,Computer Technology,
786,0416725710,Computer Science and Design,Computer Science and Design,
787,0416726710,Computer Science and Engineering (IoT),Computer Science and Engineering (IoT),
788,0416735610,Electrical Engg[Electronics and Power],Electrical Engg[Electronics and Power],
789,0416737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
790,0416737810,Electronics Engineering ( VLSI Design and Technology),Electronics Engineering ( VLSI Design and Technology),
791,0416791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
792,0416799510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
793,0417219110,Civil Engineering,Civil Engineering,
794,0417224210,Computer Science and Engineering,Computer Science and Engineering,
795,0417226310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
796,0417229310,Electrical Engineering,Electrical Engineering,
797,0417237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
798,0417261210,Mechanical Engineering,Mechanical Engineering,
799,0417419110,Civil Engineering,Civil Engineering,
800,0417424510,Computer Engineering,Computer Engineering,
801,0417424610,Information Technology,Information Technology,
802,0417426010,Computer Science and Engineering (Cyber Security),Computer Science and Engineering (Cyber Security),
803,0417426210,Computer Science and Business Systems,Computer Science and Business Systems,
804,0417426510,Industrial IoT,Industrial IoT,
805,0417429310,Electrical Engineering,Electrical Engineering,
806,0417437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
807,0417461210,Mechanical Engineering,Mechanical Engineering,
808,0417491210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
809,0417499710,Artificial Intelligence,Artificial Intelligence,
810,0417519110,Civil Engineering,Civil Engineering,
811,0417524210,Computer Science and Engineering,Computer Science and Engineering,
812,0417537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
813,0417561210,Mechanical Engineering,Mechanical Engineering,
814,0417719110,Civil Engineering,Civil Engineering,
815,0417724210,Computer Science and Engineering,Computer Science and Engineering,
816,0417724610,Information Technology,Information Technology,
817,0417737010,Electronics and Communication Engineering,Electronics and Communication Engineering,
818,0417761210,Mechanical Engineering,Mechanical Engineering,
819,0418119110,Civil Engineering,Civil Engineering,
820,0418124510,Computer Engineering,Computer Engineering,
821,0418137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
822,0418161210,Mechanical Engineering,Mechanical Engineering,
823,0418819110,Civil Engineering,Civil Engineering,
824,0418824210,Computer Science and Engineering,Computer Science and Engineering,
825,0418829310,Electrical Engineering,Electrical Engineering,
826,0418837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
827,0418850310,Food Technology,Food Technology,
828,0418861210,Mechanical Engineering,Mechanical Engineering,
829,0418870110,Mining Engineering,Mining Engineering,
830,0419019110,Civil Engineering,Civil Engineering,
831,0419024210,Computer Science and Engineering,Computer Science and Engineering,
832,0419029310,Electrical Engineering,Electrical Engineering,
833,0419037010,Electronics and Communication Engineering,Electronics and Communication Engineering,
834,0419061210,Mechanical Engineering,Mechanical Engineering,
835,0419219110,Civil Engineering,Civil Engineering,
836,0419224210,Computer Science and Engineering,Computer Science and Engineering,
837,0419235610,Electrical Engg[Electronics and Power],Electrical Engg[Electronics and Power],
838,0419261210,Mechanical Engineering,Mechanical Engineering,
839,0419291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
840,0419324210,Computer Science and Engineering,Computer Science and Engineering,
841,0419329310,Electrical Engineering,Electrical Engineering,
842,0419337010,Electronics and Communication Engineering,Electronics and Communication Engineering,
843,0419361210,Mechanical Engineering,Mechanical Engineering,
844,0419619110,Civil Engineering,Civil Engineering,
845,0419624210,Computer Science and Engineering,Computer Science and Engineering,
846,0419637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
847,0419661210,Mechanical Engineering,Mechanical Engineering,
848,0419691210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
849,0419692110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
850,0419719110,Civil Engineering,Civil Engineering,
851,0419724210,Computer Science and Engineering,Computer Science and Engineering,
852,0419729310,Electrical Engineering,Electrical Engineering,
853,0419737010,Electronics and Communication Engineering,Electronics and Communication Engineering,
854,0419761210,Mechanical Engineering,Mechanical Engineering,
855,0428519110,Civil Engineering,Civil Engineering,
856,0428524610,Information Technology,Information Technology,
857,0428529310,Electrical Engineering,Electrical Engineering,
858,0428561210,Mechanical Engineering,Mechanical Engineering,
859,0430219110,Civil Engineering,Civil Engineering,
860,0430224510,Computer Engineering,Computer Engineering,
861,0430261210,Mechanical Engineering,Mechanical Engineering,
862,0461319110,Civil Engineering,Civil Engineering,
863,0461324510,Computer Engineering,Computer Engineering,
864,0461329310,Electrical Engineering,Electrical Engineering,
865,0461337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
866,0461361210,Mechanical Engineering,Mechanical Engineering,
867,0461391210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
868,0464819110,Civil Engineering,Civil Engineering,
869,0464824210,Computer Science and Engineering,Computer Science and Engineering,
870,0464824610,Information Technology,Information Technology,
871,0464829310,Electrical Engineering,Electrical Engineering,
872,0464861210,Mechanical Engineering,Mechanical Engineering,
873,0464919110,Civil Engineering,Civil Engineering,
874,0464924510,Computer Engineering,Computer Engineering,
875,0464929310,Electrical Engineering,Electrical Engineering,
876,0464961210,Mechanical Engineering,Mechanical Engineering,
877,0500350310,Food Technology,Food Technology,
878,0500350710,Chemical Engineering,Chemical Engineering,
879,0500350810,Plastic Technology,Plastic Technology,
880,0500351810,Oil Fats and Waxes Technology,Oil Fats and Waxes Technology,
881,0500352310,Paints Technology,Paints Technology,
882,0500437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
883,0500446610,Instrumentation Engineering,Instrumentation Engineering,
884,0500461210,Mechanical Engineering,Mechanical Engineering,
885,0510319110,Civil Engineering,Civil Engineering,
886,0510324510,Computer Engineering,Computer Engineering,
887,0510337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
888,0510337610,Electronics Engineering,Electronics Engineering,
889,0510361210,Mechanical Engineering,Mechanical Engineering,
890,0510419110,Civil Engineering,Civil Engineering,
891,0510424510,Computer Engineering,Computer Engineering,
892,0510429310,Electrical Engineering,Electrical Engineering,
893,0510437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
894,0510450710,Chemical Engineering,Chemical Engineering,
895,0510461210,Mechanical Engineering,Mechanical Engineering,
896,0510624510,Computer Engineering,Computer Engineering,
897,0510629310,Electrical Engineering,Electrical Engineering,
898,0510661210,Mechanical Engineering,Mechanical Engineering,
899,0510684410,Electronics and Computer Engineering,Electronics and Computer Engineering,
900,0510691210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
901,0510819110,Civil Engineering,Civil Engineering,
902,0510824510,Computer Engineering,Computer Engineering,
903,0510824610,Information Technology,Information Technology,
904,0510826310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
905,0510837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
906,0510846410,Instrumentation and Control Engineering,Instrumentation and Control Engineering,
907,0510861210,Mechanical Engineering,Mechanical Engineering,
908,0510924510,Computer Engineering,Computer Engineering,
909,0510924610,Information Technology,Information Technology,
910,0510929310,Electrical Engineering,Electrical Engineering,
911,0510937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
912,0510961210,Mechanical Engineering,Mechanical Engineering,
913,0512119110,Civil Engineering,Civil Engineering,
914,0512124610,Information Technology,Information Technology,
915,0512125710,Computer Science and Design,Computer Science and Design,
916,0512129310,Electrical Engineering,Electrical Engineering,
917,0512137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
918,0512161210,Mechanical Engineering,Mechanical Engineering,
919,0512191910,Robotics and Automation,Robotics and Automation,
920,0512199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
921,0512419110,Civil Engineering,Civil Engineering,
922,0512424510,Computer Engineering,Computer Engineering,
923,0512424610,Information Technology,Information Technology,
924,0512429310,Electrical Engineering,Electrical Engineering,
925,0512461210,Mechanical Engineering,Mechanical Engineering,
926,0512462410,Mechatronics Engineering,Mechatronics Engineering,
927,0512484410,Electronics and Computer Engineering,Electronics and Computer Engineering,
928,0512524510,Computer Engineering,Computer Engineering,
929,0512524610,Information Technology,Information Technology,
930,0512550710,Chemical Engineering,Chemical Engineering,
931,0512584410,Electronics and Computer Engineering,Electronics and Computer Engineering,
932,0513019110,Civil Engineering,Civil Engineering,
933,0513024510,Computer Engineering,Computer Engineering,
934,0513029310,Electrical Engineering,Electrical Engineering,
935,0513061210,Mechanical Engineering,Mechanical Engineering,
936,0513919110,Civil Engineering,Civil Engineering,
937,0513924510,Computer Engineering,Computer Engineering,
938,0513924610,Information Technology,Information Technology,
939,0513937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
940,0513946410,Instrumentation and Control Engineering,Instrumentation and Control Engineering,
941,0513950710,Chemical Engineering,Chemical Engineering,
942,0513961210,Mechanical Engineering,Mechanical Engineering,
943,0513984410,Electronics and Computer Engineering,Electronics and Computer Engineering,
944,0513991610,Automation and Robotics,Automation and Robotics,
945,0515119110,Civil Engineering,Civil Engineering,
946,0515124510,Computer Engineering,Computer Engineering,
947,0515124610,Information Technology,Information Technology,
948,0515129310,Electrical Engineering,Electrical Engineering,
949,0515137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
950,0515161210,Mechanical Engineering,Mechanical Engineering,
951,0515199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
952,0515219110,Civil Engineering,Civil Engineering,
953,0515224210,Computer Science and Engineering,Computer Science and Engineering,
954,0515224610,Information Technology,Information Technology,
955,0515229310,Electrical Engineering,Electrical Engineering,
956,0515237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
957,0515261210,Mechanical Engineering,Mechanical Engineering,
958,0515291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
959,0515291210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
960,0515291310,Computer Science and Engineering (Artificial Intelligence),Computer Science and Engineering (Artificial Intelligence),
961,0516019110,Civil Engineering,Civil Engineering,
962,0516024510,Computer Engineering,Computer Engineering,
963,0516024610,Information Technology,Information Technology,
964,0516029310,Electrical Engineering,Electrical Engineering,
965,0516061210,Mechanical Engineering,Mechanical Engineering,
966,0516062410,Mechatronics Engineering,Mechatronics Engineering,
967,0516084410,Electronics and Computer Engineering,Electronics and Computer Engineering,
968,0516091510,Structural Engineering,Structural Engineering,
969,0516119110,Civil Engineering,Civil Engineering,
970,0516124510,Computer Engineering,Computer Engineering,
971,0516124610,Information Technology,Information Technology,
972,0516125710,Computer Science and Design,Computer Science and Design,
973,0516129310,Electrical Engineering,Electrical Engineering,
974,0516137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
975,0516137810,Electronics Engineering ( VLSI Design and Technology),Electronics Engineering ( VLSI Design and Technology),
976,0516161210,Mechanical Engineering,Mechanical Engineering,
977,0516219110,Civil Engineering,Civil Engineering,
978,0516224510,Computer Engineering,Computer Engineering,
979,0516224610,Information Technology,Information Technology,
980,0516226310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
981,0516229310,Electrical Engineering,Electrical Engineering,
982,0516237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
983,0516261210,Mechanical Engineering,Mechanical Engineering,
984,0516284410,Electronics and Computer Engineering,Electronics and Computer Engineering,
985,0516291610,Automation and Robotics,Automation and Robotics,
986,0516419110,Civil Engineering,Civil Engineering,
987,0516424510,Computer Engineering,Computer Engineering,
988,0516429310,Electrical Engineering,Electrical Engineering,
989,0516437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
990,0516446610,Instrumentation Engineering,Instrumentation Engineering,
991,0516461210,Mechanical Engineering,Mechanical Engineering,
992,0516819110,Civil Engineering,Civil Engineering,
993,0516824510,Computer Engineering,Computer Engineering,
994,0516837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
995,0516861210,Mechanical Engineering,Mechanical Engineering,
996,0516919110,Civil Engineering,Civil Engineering,
997,0516924510,Computer Engineering,Computer Engineering,
998,0516929310,Electrical Engineering,Electrical Engineering,
999,0516937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1000,0516961210,Mechanical Engineering,Mechanical Engineering,
1001,0517019110,Civil Engineering,Civil Engineering,
1002,0517024210,Computer Science and Engineering,Computer Science and Engineering,
1003,0517029310,Electrical Engineering,Electrical Engineering,
1004,0517037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1005,0517061210,Mechanical Engineering,Mechanical Engineering,
1006,0517084410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1007,0517091210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1008,0517124510,Computer Engineering,Computer Engineering,
1009,0517126310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1010,0517129310,Electrical Engineering,Electrical Engineering,
1011,0517137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1012,0517161210,Mechanical Engineering,Mechanical Engineering,
1013,0517219110,Civil Engineering,Civil Engineering,
1014,0517224510,Computer Engineering,Computer Engineering,
1015,0517229310,Electrical Engineering,Electrical Engineering,
1016,0517237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1017,0517261210,Mechanical Engineering,Mechanical Engineering,
1018,0517291210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1019,0517292110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1020,0517319110,Civil Engineering,Civil Engineering,
1021,0517324510,Computer Engineering,Computer Engineering,
1022,0517337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1023,0517361210,Mechanical Engineering,Mechanical Engineering,
1024,0517399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1025,0517719110,Civil Engineering,Civil Engineering,
1026,0517724510,Computer Engineering,Computer Engineering,
1027,0517724610,Information Technology,Information Technology,
1028,0517729310,Electrical Engineering,Electrical Engineering,
1029,0517737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1030,0517761210,Mechanical Engineering,Mechanical Engineering,
1031,0517784410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1032,0517799510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1033,0517919110,Civil Engineering,Civil Engineering,
1034,0517924510,Computer Engineering,Computer Engineering,
1035,0517926310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1036,0517961210,Mechanical Engineering,Mechanical Engineering,
1037,0517984410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1038,0518119110,Civil Engineering,Civil Engineering,
1039,0518124510,Computer Engineering,Computer Engineering,
1040,0518129310,Electrical Engineering,Electrical Engineering,
1041,0518137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1042,0518161210,Mechanical Engineering,Mechanical Engineering,
1043,0518219110,Civil Engineering,Civil Engineering,
1044,0518224510,Computer Engineering,Computer Engineering,
1045,0518226310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1046,0518229310,Electrical Engineering,Electrical Engineering,
1047,0518237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1048,0518261210,Mechanical Engineering,Mechanical Engineering,
1049,0518419110,Civil Engineering,Civil Engineering,
1050,0518424510,Computer Engineering,Computer Engineering,
1051,0518429310,Electrical Engineering,Electrical Engineering,
1052,0518437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1053,0518461210,Mechanical Engineering,Mechanical Engineering,
