id,branch_code,official_name,display_name,search_group
62,0112161210,Mechanical Engineering,Mechanical Engineering,
63,0112319110,Civil Engineering,Civil Engineering,
64,0112324210,Computer Science and Engineering,Computer Science and Engineering,
65,0112337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
66,0112361210,Mechanical Engineering,Mechanical Engineering,
67,0112519110,Civil Engineering,Civil Engineering,
68,0112524210,Computer Science and Engineering,Computer Science and Engineering,
69,0112529310,Electrical Engineering,Electrical Engineering,
70,0112561210,Mechanical Engineering,Mechanical Engineering,
71,0112619110,Civil Engineering,Civil Engineering,
72,0112624210,Computer Science and Engineering,Computer Science and Engineering,
73,0112629310,Electrical Engineering,Electrical Engineering,
74,0112637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
75,0112661210,Mechanical Engineering,Mechanical Engineering,
76,0112719110,Civil Engineering,Civil Engineering,
77,0112724510,Computer Engineering,Computer Engineering,
78,0112729310,Electrical Engineering,Electrical Engineering,
79,0112737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
80,0112761210,Mechanical Engineering,Mechanical Engineering,
81,0112819110,Civil Engineering,Civil Engineering,
82,0112824210,Computer Science and Engineering,Computer Science and Engineering,
83,0112824610,Information Technology,Information Technology,
84,0112829310,Electrical Engineering,Electrical Engineering,
85,0112837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
86,0112891210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
87,0113019110,Civil Engineering,Civil Engineering,
88,0113024210,Computer Science and Engineering,Computer Science and Engineering,
89,0113035610,Electrical Engg[Electronics and Power],Electrical Engg[Electronics and Power],
90,0113037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
91,0113061210,Mechanical Engineering,Mechanical Engineering,
92,0118019110,Civil Engineering,Civil Engineering,
93,0118024210,Computer Science and Engineering,Computer Science and Engineering,
94,0118026310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
95,0118029310,Electrical Engineering,Electrical Engineering,
96,0118061210,Mechanical Engineering,Mechanical Engineering,
97,0118219110,Civil Engineering,Civil Engineering,
98,0118224210,Computer Science and Engineering,Computer Science and Engineering,
99,0118229310,Electrical Engineering,Electrical Engineering,
100,0118261210,Mechanical Engineering,Mechanical Engineering,
101,0126519110,Civil Engineering,Civil Engineering,
102,0126524210,Computer Science and Engineering,Computer Science and Engineering,
103,0126524610,Information Technology,Information Technology,
104,0126535610,Electrical Engg[Electronics and Power],Electrical Engg[Electronics and Power],
105,0126537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
106,0126561210,Mechanical Engineering,Mechanical Engineering,
107,0126819110,Civil Engineering,Civil Engineering,
108,0126824210,Computer Science and Engineering,Computer Science and Engineering,
109,0126835610,Electrical Engg[Electronics and Power],Electrical Engg[Electronics and Power],
110,0126837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
111,0126861210,Mechanical Engineering,Mechanical Engineering,
112,0127619110,Civil Engineering,Civil Engineering,
113,0127624510,Computer Engineering,Computer Engineering,
114,0127629310,Electrical Engineering,Electrical Engineering,
115,0127661210,Mechanical Engineering,Mechanical Engineering,
116,0200819110,Civil Engineering,Civil Engineering,
117,0200829310,Electrical Engineering,Electrical Engineering,
118,0200837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
119,0200861210,Mechanical Engineering,Mechanical Engineering,
120,0202019110,Civil Engineering,Civil Engineering,
121,0202024210,Computer Science and Engineering,Computer Science and Engineering,
122,0202029310,Electrical Engineering,Electrical Engineering,
123,0202037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
124,0202046610,Instrumentation Engineering,Instrumentation Engineering,
125,0202061210,Mechanical Engineering,Mechanical Engineering,
126,0202089610,Textile Technology,Textile Technology,
127,0202150310,Food Technology,Food Technology,
128,0202181610,Pharmaceutical and Fine Chemical Technology,Pharmaceutical and Fine Chemical Technology,
129,0211119110,Civil Engineering,Civil Engineering,
130,0211124210,Computer Science and Engineering,Computer Science and Engineering,
131,0211129310,Electrical Engineering,Electrical Engineering,
132,0211161210,Mechanical Engineering,Mechanical Engineering,
133,0211219110,Civil Engineering,Civil Engineering,
134,0211224210,Computer Science and Engineering,Computer Science and Engineering,
135,0211229310,Electrical Engineering,Electrical Engineering,
136,0211261210,Mechanical Engineering,Mechanical Engineering,
137,0211284410,Electronics and Computer Engineering,Electronics and Computer Engineering,
138,0211291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
139,0211291210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
140,0211292910,VLSI,VLSI,
141,0211293010,Logistics,Logistics,
142,0211293210,5G,5G,
143,0211301110,Agricultural Engineering,Agricultural Engineering,
144,0211319110,Civil Engineering,Civil Engineering,
145,0211324210,Computer Science and Engineering,Computer Science and Engineering,
146,0211325710,Computer Science and Design,Computer Science and Design,
147,0211326310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
148,0211329310,Electrical Engineering,Electrical Engineering,
149,0211350110,Plastic and Polymer Engineering,Plastic and Polymer Engineering,
150,0211384410,Electronics and Computer Engineering,Electronics and Computer Engineering,
151,0211419110,Civil Engineering,Civil Engineering,
152,0211424210,Computer Science and Engineering,Computer Science and Engineering,
153,0211437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
154,0211461210,Mechanical Engineering,Mechanical Engineering,
155,0211491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
156,0211619110,Civil Engineering,Civil Engineering,
157,0211624210,Computer Science and Engineering,Computer Science and Engineering,
158,0211626310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
159,0211629310,Electrical Engineering,Electrical Engineering,
160,0211637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
161,0211661510,Mechanical & Automation Engineering,Mechanical & Automation Engineering,
162,0211691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
163,0212719110,Civil Engineering,Civil Engineering,
164,0212724210,Computer Science and Engineering,Computer Science and Engineering,
165,0212724610,Information Technology,Information Technology,
166,0212737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
167,0212761210,Mechanical Engineering,Mechanical Engineering,
168,0212919110,Civil Engineering,Civil Engineering,
169,0212924210,Computer Science and Engineering,Computer Science and Engineering,
170,0212924610,Information Technology,Information Technology,
171,0212929810,Electrical Engg [Electrical and Power],Electrical Engg [Electrical and Power],
172,0212937610,Electronics Engineering,Electronics Engineering,
173,0212961210,Mechanical Engineering,Mechanical Engineering,
174,0213019110,Civil Engineering,Civil Engineering,
175,0213024210,Computer Science and Engineering,Computer Science and Engineering,
176,0213037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
177,0213061210,Mechanical Engineering,Mechanical Engineering,
178,0213099510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
179,0213119110,Civil Engineering,Civil Engineering,
180,0213124210,Computer Science and Engineering,Computer Science and Engineering,
181,0213137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
182,0213161210,Mechanical Engineering,Mechanical Engineering,
183,0213319110,Civil Engineering,Civil Engineering,
184,0213324210,Computer Science and Engineering,Computer Science and Engineering,
185,0213329310,Electrical Engineering,Electrical Engineering,
186,0213361210,Mechanical Engineering,Mechanical Engineering,
187,0213384410,Electronics and Computer Engineering,Electronics and Computer Engineering,
188,0213419110,Civil Engineering,Civil Engineering,
189,0213424210,Computer Science and Engineering,Computer Science and Engineering,
190,0213429310,Electrical Engineering,Electrical Engineering,
191,0213437810,Electronics Engineering ( VLSI Design and Technology),Electronics Engineering ( VLSI Design and Technology),
192,0213461510,Mechanical & Automation Engineering,Mechanical & Automation Engineering,
193,0213484410,Electronics and Computer Engineering,Electronics and Computer Engineering,
194,0213491210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
195,0213519110,Civil Engineering,Civil Engineering,
196,0213524210,Computer Science and Engineering,Computer Science and Engineering,
197,0213561210,Mechanical Engineering,Mechanical Engineering,
198,0213591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
199,0213619110,Civil Engineering,Civil Engineering,
