academic_year,admission_route,institute_code,college_name,college_status,college_type,autonomous,cap_seats,branch_code,branch_name,sanctioned_intake,maharashtra_seats,minority_seats,all_india_seats,institute_seats,orphan_seats,ews_seats,tfws_choice_code,tfws_seats,source_file,source_page,needs_review,review_reason
2023-24,FE,3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Un-Aided,Un-Aided,false,54,319350710,Chemical Engineering,60,45,0,9,6,0,6,,0,FE_2023_SeatMatrix.pdf,932,false,
2023-24,FE,3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Un-Aided,Un-Aided,false,57,319361210,Mechanical Engineering,60,48,0,9,3,0,6,,0,FE_2023_SeatMatrix.pdf,933,false,
2023-24,FE,3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Un-Aided,Un-Aided,false,24,319392110,Artificial Intelligence and Machine Learning,30,19,0,5,6,0,3,319392111T,2,FE_2023_SeatMatrix.pdf,934,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,57,319419110,Civil Engineering,60,48,0,9,3,0,6,,0,FE_2023_SeatMatrix.pdf,935,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,144,319424510,Computer Engineering,180,117,0,27,36,1,18,319424511T,9,FE_2023_SeatMatrix.pdf,936,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,54,319424610,Information Technology,60,45,0,9,6,0,6,319424611T,3,FE_2023_SeatMatrix.pdf,937,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,57,319437210,Electronics and Telecommunication Engg,60,48,0,9,3,0,6,319437211T,3,FE_2023_SeatMatrix.pdf,938,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,48,319437810,Electronics Engineering ( VLSI Design and,60,39,0,9,12,0,6,319437811T,3,FE_2023_SeatMatrix.pdf,939,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,57,319461210,Mechanical Engineering,60,48,0,9,3,0,6,319461211T,3,FE_2023_SeatMatrix.pdf,940,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,162,319491210,Computer Science and Engineering(Data Science),180,135,0,27,18,1,18,319491211T,9,FE_2023_SeatMatrix.pdf,941,false,
2023-24,FE,3194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided,Un-Aided,false,54,319499510,Artificial Intelligence and Data Science,60,45,0,9,6,0,6,319499511T,3,FE_2023_SeatMatrix.pdf,942,false,
2023-24,FE,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,96,319624510,Computer Engineering,120,30,61,5,24,0,0,319624511T,6,FE_2023_SeatMatrix.pdf,943,false,
2023-24,FE,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,57,319629310,Electrical Engineering,60,22,31,4,3,0,0,,0,FE_2023_SeatMatrix.pdf,944,false,
2023-24,FE,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,57,319637210,Electronics and Telecommunication Engg,60,22,31,4,3,0,0,319637211T,3,FE_2023_SeatMatrix.pdf,945,false,
2023-24,FE,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,57,319661210,Mechanical Engineering,60,22,31,4,3,0,0,,0,FE_2023_SeatMatrix.pdf,946,false,
2023-24,FE,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,96,319691110,Computer Science and Engineering(Artificial,120,30,61,5,24,0,0,319691111T,6,FE_2023_SeatMatrix.pdf,947,false,
2023-24,FE,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,48,319691210,Computer Science and Engineering(Data Science),60,14,31,3,12,0,0,319691211T,3,FE_2023_SeatMatrix.pdf,948,false,
2023-24,FE,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,48,319692010,Computer Science and Engineering (Internet of,60,14,31,3,12,0,0,319692011T,3,FE_2023_SeatMatrix.pdf,949,false,
2023-24,FE,3197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,96,319724510,Computer Engineering,120,30,61,5,24,0,0,319724511T,6,FE_2023_SeatMatrix.pdf,950,false,
2023-24,FE,3197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,319724610,Information Technology,60,14,31,3,12,0,0,319724611T,3,FE_2023_SeatMatrix.pdf,951,false,
2023-24,FE,3197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,319729310,Electrical Engineering,60,14,31,3,12,0,0,319729311T,3,FE_2023_SeatMatrix.pdf,952,false,
2023-24,FE,3197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,319737210,Electronics and Telecommunication Engg,60,14,31,3,12,0,0,319737211T,3,FE_2023_SeatMatrix.pdf,953,false,
2023-24,FE,3197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,96,319761210,Mechanical Engineering,120,30,61,5,24,0,0,319761211T,6,FE_2023_SeatMatrix.pdf,954,false,
2023-24,FE,3198,"Konkan Gyanpeeth College of Engineering, Karjat",Un-Aided,Un-Aided,false,60,319824210,Computer Science and Engineering,60,51,0,9,0,1,6,319824211T,3,FE_2023_SeatMatrix.pdf,955,false,
2023-24,FE,3198,"Konkan Gyanpeeth College of Engineering, Karjat",Un-Aided,Un-Aided,false,60,319824510,Computer Engineering,60,51,0,9,0,1,6,319824511T,3,FE_2023_SeatMatrix.pdf,956,false,
2023-24,FE,3198,"Konkan Gyanpeeth College of Engineering, Karjat",Un-Aided,Un-Aided,false,60,319824610,Information Technology,60,51,0,9,0,1,6,319824611T,3,FE_2023_SeatMatrix.pdf,957,false,
2023-24,FE,3198,"Konkan Gyanpeeth College of Engineering, Karjat",Un-Aided,Un-Aided,false,60,319861210,Mechanical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,958,false,
2023-24,FE,3198,"Konkan Gyanpeeth College of Engineering, Karjat",Un-Aided,Un-Aided,false,60,319899510,Artificial Intelligence and Data Science,60,51,0,9,0,1,6,319899511T,3,FE_2023_SeatMatrix.pdf,959,false,
2023-24,FE,3200,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Un-Aided,Un-Aided,false,48,320024610,Information Technology,60,39,0,9,12,0,6,320024611T,3,FE_2023_SeatMatrix.pdf,960,false,
2023-24,FE,3200,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Un-Aided,Un-Aided,false,48,320029310,Electrical Engineering,60,39,0,9,12,0,6,320029311T,3,FE_2023_SeatMatrix.pdf,961,false,
2023-24,FE,3200,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Un-Aided,Un-Aided,false,48,320037210,Electronics and Telecommunication Engg,60,39,0,9,12,0,6,320037211T,3,FE_2023_SeatMatrix.pdf,962,false,
2023-24,FE,3200,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Un-Aided,Un-Aided,false,24,320050710,Chemical Engineering,30,19,0,5,6,0,3,,0,FE_2023_SeatMatrix.pdf,963,false,
2023-24,FE,3200,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Un-Aided,Un-Aided,false,72,320061210,Mechanical Engineering,90,58,0,14,18,1,9,320061211T,5,FE_2023_SeatMatrix.pdf,964,false,
2023-24,FE,3200,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Un-Aided,Un-Aided,false,48,320091110,Computer Science and Engineering(Artificial,60,39,0,9,12,0,6,320091111T,3,FE_2023_SeatMatrix.pdf,965,false,
2023-24,FE,3201,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,54,320119110,Civil Engineering,60,20,31,3,6,0,0,,0,FE_2023_SeatMatrix.pdf,966,false,
2023-24,FE,3201,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,96,320124510,Computer Engineering,120,30,61,5,24,0,0,320124511T,6,FE_2023_SeatMatrix.pdf,967,false,
2023-24,FE,3201,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,54,320161210,Mechanical Engineering,60,20,31,3,6,0,0,,0,FE_2023_SeatMatrix.pdf,968,false,
2023-24,FE,3201,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,48,320190010,Electronics and Computer Science,60,14,31,3,12,0,0,320190011T,3,FE_2023_SeatMatrix.pdf,969,false,
2023-24,FE,3201,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,48,320199510,Artificial Intelligence and Data Science,60,14,31,3,12,0,0,320199511T,3,FE_2023_SeatMatrix.pdf,970,false,
2023-24,FE,3202,Rajendra Mane College of Engineering & Technology Ambav Deorukh,Un-Aided,Un-Aided,false,51,320224510,Computer Engineering,60,42,0,9,9,0,6,320224511T,3,FE_2023_SeatMatrix.pdf,971,false,
2023-24,FE,3202,Rajendra Mane College of Engineering & Technology Ambav Deorukh,Un-Aided,Un-Aided,false,30,320260210,Automobile Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,972,false,
2023-24,FE,3202,Rajendra Mane College of Engineering & Technology Ambav Deorukh,Un-Aided,Un-Aided,false,60,320261210,Mechanical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,973,false,
2023-24,FE,3202,Rajendra Mane College of Engineering & Technology Ambav Deorukh,Un-Aided,Un-Aided,false,24,320290010,Electronics and Computer Science,30,19,0,5,6,0,3,320290011T,2,FE_2023_SeatMatrix.pdf,974,false,
2023-24,FE,3203,"Atharva College of Engineering,Malad(West),Mumbai",Un-Aided,Un-Aided,false,96,320324510,Computer Engineering,120,78,0,18,24,1,12,320324511T,6,FE_2023_SeatMatrix.pdf,975,false,
2023-24,FE,3203,"Atharva College of Engineering,Malad(West),Mumbai",Un-Aided,Un-Aided,false,96,320324610,Information Technology,120,78,0,18,24,1,12,320324611T,6,FE_2023_SeatMatrix.pdf,976,false,
2023-24,FE,3203,"Atharva College of Engineering,Malad(West),Mumbai",Un-Aided,Un-Aided,false,48,320329310,Electrical Engineering,60,39,0,9,12,0,6,320329311T,3,FE_2023_SeatMatrix.pdf,977,false,
2023-24,FE,3203,"Atharva College of Engineering,Malad(West),Mumbai",Un-Aided,Un-Aided,false,96,320337210,Electronics and Telecommunication Engg,120,78,0,18,24,1,12,320337211T,6,FE_2023_SeatMatrix.pdf,978,false,
2023-24,FE,3203,"Atharva College of Engineering,Malad(West),Mumbai",Un-Aided,Un-Aided,false,48,320390010,Electronics and Computer Science,60,39,0,9,12,0,6,320390011T,3,FE_2023_SeatMatrix.pdf,979,false,
2023-24,FE,3204,"St. Francis Institute of Technology,Borivali, Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,144,320424510,Computer Engineering,180,44,92,8,36,0,0,320424511T,9,FE_2023_SeatMatrix.pdf,980,false,
2023-24,FE,3204,"St. Francis Institute of Technology,Borivali, Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,96,320424610,Information Technology,120,30,61,5,24,0,0,320424611T,6,FE_2023_SeatMatrix.pdf,981,false,
2023-24,FE,3204,"St. Francis Institute of Technology,Borivali, Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,54,320429310,Electrical Engineering,60,20,31,3,6,0,0,320429311T,3,FE_2023_SeatMatrix.pdf,982,false,
2023-24,FE,3204,"St. Francis Institute of Technology,Borivali, Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,96,320437210,Electronics and Telecommunication Engg,120,30,61,5,24,0,0,320437211T,6,FE_2023_SeatMatrix.pdf,983,false,
2023-24,FE,3204,"St. Francis Institute of Technology,Borivali, Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,54,320461210,Mechanical Engineering,60,20,31,3,6,0,0,,0,FE_2023_SeatMatrix.pdf,984,false,
2023-24,FE,3206,"S.S.P.M.'s College of Engineering, Kankavli",Un-Aided,Un-Aided,false,51,320624510,Computer Engineering,60,42,0,9,9,0,6,320624511T,3,FE_2023_SeatMatrix.pdf,985,false,
2023-24,FE,3206,"S.S.P.M.'s College of Engineering, Kankavli",Un-Aided,Un-Aided,false,30,320629310,Electrical Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,986,false,
2023-24,FE,3206,"S.S.P.M.'s College of Engineering, Kankavli",Un-Aided,Un-Aided,false,24,320656610,Computer Science,30,19,0,5,6,0,3,320656611T,2,FE_2023_SeatMatrix.pdf,987,false,
2023-24,FE,3206,"S.S.P.M.'s College of Engineering, Kankavli",Un-Aided,Un-Aided,false,60,320661210,Mechanical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,988,false,
2023-24,FE,3206,"S.S.P.M.'s College of Engineering, Kankavli",Un-Aided,Un-Aided,false,30,320662410,Mechatronics Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,989,false,
2023-24,FE,3206,"S.S.P.M.'s College of Engineering, Kankavli",Un-Aided,Un-Aided,false,48,320691110,Computer Science and Engineering(Artificial,60,39,0,9,12,0,6,320691111T,3,FE_2023_SeatMatrix.pdf,990,false,
2023-24,FE,3208,"Don Bosco Institute of Technology, Mumbai",Un-Aided Religious Minority - Roman Catholics,Un-Aided Religious Minority - Roman Catholics,false,120,320824510,Computer Engineering,120,50,61,9,0,0,0,320824511T,6,FE_2023_SeatMatrix.pdf,991,false,
2023-24,FE,3208,"Don Bosco Institute of Technology, Mumbai",Un-Aided Religious Minority - Roman Catholics,Un-Aided Religious Minority - Roman Catholics,false,60,320824610,Information Technology,60,25,31,4,0,0,0,320824611T,3,FE_2023_SeatMatrix.pdf,992,false,
2023-24,FE,3208,"Don Bosco Institute of Technology, Mumbai",Un-Aided Religious Minority - Roman Catholics,Un-Aided Religious Minority - Roman Catholics,false,60,320837210,Electronics and Telecommunication Engg,60,25,31,4,0,0,0,320837211T,3,FE_2023_SeatMatrix.pdf,993,false,
2023-24,FE,3208,"Don Bosco Institute of Technology, Mumbai",Un-Aided Religious Minority - Roman Catholics,Un-Aided Religious Minority - Roman Catholics,false,60,320861210,Mechanical Engineering,60,25,31,4,0,0,0,,0,FE_2023_SeatMatrix.pdf,994,false,
2023-24,FE,3210,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Un-Aided Linguistic Minority - Punjabi,Un-Aided Linguistic Minority - Punjabi,false,72,321024510,Computer Engineering,90,22,46,4,18,0,0,321024511T,5,FE_2023_SeatMatrix.pdf,995,false,
2023-24,FE,3210,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Un-Aided Linguistic Minority - Punjabi,Un-Aided Linguistic Minority - Punjabi,false,48,321024610,Information Technology,60,14,31,3,12,0,0,321024611T,3,FE_2023_SeatMatrix.pdf,996,false,
2023-24,FE,3210,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Un-Aided Linguistic Minority - Punjabi,Un-Aided Linguistic Minority - Punjabi,false,72,321037210,Electronics and Telecommunication Engg,90,22,46,4,18,0,0,321037211T,5,FE_2023_SeatMatrix.pdf,997,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,96,321124510,Computer Engineering,120,30,61,5,24,0,0,321124511T,6,FE_2023_SeatMatrix.pdf,998,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,48,321124610,Information Technology,60,14,31,3,12,0,0,321124611T,3,FE_2023_SeatMatrix.pdf,999,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,48,321137210,Electronics and Telecommunication Engg,60,14,31,3,12,0,0,321137211T,3,FE_2023_SeatMatrix.pdf,1000,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,48,321161210,Mechanical Engineering,60,14,31,3,12,0,0,,0,FE_2023_SeatMatrix.pdf,1001,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,48,321190010,Electronics and Computer Science,60,14,31,3,12,0,0,321190011T,3,FE_2023_SeatMatrix.pdf,1002,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,48,321192010,Computer Science and Engineering (Internet of,60,14,31,3,12,0,0,321192011T,3,FE_2023_SeatMatrix.pdf,1003,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,48,321192110,Artificial Intelligence and Machine Learning,60,14,31,3,12,0,0,321192111T,3,FE_2023_SeatMatrix.pdf,1004,false,
2023-24,FE,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Linguistic Minority - Tamil,Un-Aided Linguistic Minority - Tamil,false,48,321199510,Artificial Intelligence and Data Science,60,14,31,3,12,0,0,321199511T,3,FE_2023_SeatMatrix.pdf,1005,false,
2023-24,FE,3212,"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Un-Aided Linguistic Minority - Sindhi,Un-Aided Linguistic Minority - Sindhi,false,60,321219110,Civil Engineering,60,25,31,4,0,0,0,321219111T,3,FE_2023_SeatMatrix.pdf,1006,false,
2023-24,FE,3212,"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Un-Aided Linguistic Minority - Sindhi,Un-Aided Linguistic Minority - Sindhi,false,120,321224510,Computer Engineering,120,50,61,9,0,0,0,321224511T,6,FE_2023_SeatMatrix.pdf,1007,false,
2023-24,FE,3214,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,321424510,Computer Engineering,60,14,31,3,12,0,0,321424511T,3,FE_2023_SeatMatrix.pdf,1008,false,
2023-24,FE,3214,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,321424610,Information Technology,60,14,31,3,12,0,0,321424611T,3,FE_2023_SeatMatrix.pdf,1009,false,
2023-24,FE,3214,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,321437210,Electronics and Telecommunication Engg,60,14,31,3,12,0,0,321437211T,3,FE_2023_SeatMatrix.pdf,1010,false,
2023-24,FE,3214,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,321492010,Computer Science and Engineering (Internet of,60,14,31,3,12,0,0,321492011T,3,FE_2023_SeatMatrix.pdf,1011,false,
2023-24,FE,3216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Un-Aided,Un-Aided,false,60,321619110,Civil Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,1012,false,
2023-24,FE,3216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Un-Aided,Un-Aided,false,54,321624510,Computer Engineering,60,45,0,9,6,0,6,321624511T,3,FE_2023_SeatMatrix.pdf,1013,false,
2023-24,FE,3216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Un-Aided,Un-Aided,false,30,321637210,Electronics and Telecommunication Engg,30,25,0,5,0,0,3,321637211T,2,FE_2023_SeatMatrix.pdf,1014,false,
2023-24,FE,3216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Un-Aided,Un-Aided,false,60,321650710,Chemical Engineering,60,51,0,9,0,1,6,321650711T,3,FE_2023_SeatMatrix.pdf,1015,false,
2023-24,FE,3216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Un-Aided,Un-Aided,false,30,321661210,Mechanical Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,1016,false,
2023-24,FE,3216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Un-Aided,Un-Aided,false,54,321691110,Computer Science and Engineering(Artificial,60,45,0,9,6,0,6,321691111T,3,FE_2023_SeatMatrix.pdf,1017,false,
2023-24,FE,3217,"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Un-Aided,Un-Aided,false,57,321719110,Civil Engineering,60,48,0,9,3,0,6,,0,FE_2023_SeatMatrix.pdf,1018,false,
2023-24,FE,3217,"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Un-Aided,Un-Aided,false,48,321724510,Computer Engineering,60,39,0,9,12,0,6,321724511T,3,FE_2023_SeatMatrix.pdf,1019,false,
2023-24,FE,3217,"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Un-Aided,Un-Aided,false,54,321737210,Electronics and Telecommunication Engg,60,45,0,9,6,0,6,321737211T,3,FE_2023_SeatMatrix.pdf,1020,false,
2023-24,FE,3217,"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Un-Aided,Un-Aided,false,57,321761210,Mechanical Engineering,60,48,0,9,3,0,6,,0,FE_2023_SeatMatrix.pdf,1021,false,
2023-24,FE,3217,"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Un-Aided,Un-Aided,false,57,321791610,Automation and Robotics,60,48,0,9,3,0,6,,0,FE_2023_SeatMatrix.pdf,1022,false,
2023-24,FE,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,27,321819110,Civil Engineering,30,10,15,2,3,0,0,,0,FE_2023_SeatMatrix.pdf,1023,false,
2023-24,FE,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,96,321824510,Computer Engineering,120,30,61,5,24,0,0,321824511T,6,FE_2023_SeatMatrix.pdf,1024,false,
2023-24,FE,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,321824610,Information Technology,60,14,31,3,12,0,0,321824611T,3,FE_2023_SeatMatrix.pdf,1025,false,
2023-24,FE,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,27,321861210,Mechanical Engineering,30,10,15,2,3,0,0,,0,FE_2023_SeatMatrix.pdf,1026,false,
2023-24,FE,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,54,321890010,Electronics and Computer Science,60,20,31,3,6,0,0,321890011T,3,FE_2023_SeatMatrix.pdf,1027,false,
2023-24,FE,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,321891210,Computer Science and Engineering(Data Science),60,14,31,3,12,0,0,321891211T,3,FE_2023_SeatMatrix.pdf,1028,false,
2023-24,FE,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Religious Minority - Christian,Un-Aided Religious Minority - Christian,false,48,321892110,Artificial Intelligence and Machine Learning,60,14,31,3,12,0,0,321892111T,3,FE_2023_SeatMatrix.pdf,1029,false,
2023-24,FE,3219,"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,60,321919110,Civil Engineering,60,25,31,4,0,0,0,,0,FE_2023_SeatMatrix.pdf,1030,false,
2023-24,FE,3219,"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,120,321924510,Computer Engineering,120,50,61,9,0,0,0,321924511T,6,FE_2023_SeatMatrix.pdf,1031,false,
2023-24,FE,3219,"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,30,321924610,Information Technology,30,13,15,2,0,0,0,321924611T,2,FE_2023_SeatMatrix.pdf,1032,false,
2023-24,FE,3219,"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,60,321929310,Electrical Engineering,60,25,31,4,0,0,0,,0,FE_2023_SeatMatrix.pdf,1033,false,
2023-24,FE,3219,"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",Un-Aided Linguistic Minority - Hindi,Un-Aided Linguistic Minority - Hindi,false,30,321937210,Electronics and Telecommunication Engg,30,13,15,2,0,0,0,,0,FE_2023_SeatMatrix.pdf,1034,false,
